CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Date,Time
0.4716962154491788,0.7412814380630237,1.8288043967645893,0.15644532227631977,0.05115297073323544,0.09529602446302737,0.9624323612861296,0.577416297769728,0.42966282940675654,-0.0397926019890987,-0.0018235690197651437,0.6230249495706043,0.19862261138254045,11/03/2004,16.00.00
0.4807654219356956,1.0188693059431289,2.2246649383660912,0.226956530539374,0.36856799684400443,0.2907106824323959,0.6655876999783861,0.6091202022993897,0.7053080939554631,0.2838850348610697,0.0005052333984063381,0.5523039441331801,0.19763137027984637,11/03/2004,17.00.00
0.5053818395419557,1.6228516997921492,3.35466684802856,0.46037294409982954,1.2473373746877077,0.43922582248911596,0.012529445101350116,0.7359358204180362,1.4891743150158476,0.9554610841080178,0.01214924548926358,0.48551188344227963,0.19732160743525448,11/03/2004,18.00.00
0.5325894590015064,2.2176828452495174,4.463076364512766,0.6208467284226427,1.7440331099906703,0.8378717247466277,-0.2905645774970828,0.9023813191987596,2.0275439723375404,1.60501824649441,-0.0018235690197651437,0.5856999744786303,0.197977272122974,11/03/2004,19.00.00
0.5222246515883443,1.802826251494635,4.031228500947491,0.538178415286648,1.497154756348961,0.7128063436462319,-0.16245267103795138,0.8468994862718519,1.7217500069788187,1.4949238121916317,-0.004152371437936584,0.5562328888797037,0.19749713971385655,11/03/2004,20.00.00
0.49372143120214834,0.8053401768045865,2.5629457648255567,0.2658592661327833,0.5331535659384773,0.27898580295423375,0.5062289870658079,0.6170461784318051,0.6794663504040219,0.6824268870371274,-0.01579638352879383,0.481582938695756,0.1956540507885348,11/03/2004,21.00.00
0.46262700896266185,-0.2562046366270247,1.5840906074109335,0.06891416719114894,-0.42790859645246226,-0.29162499831632227,1.6561114645526462,0.21282139567861932,-0.12593465694923026,-0.3392494632926559,-0.036755605292336874,0.4697961044561853,0.19432723327086618,11/03/2004,22.00.00
0.4561490043294355,-0.41482627541565625,1.3321793536645232,0.017854326724799294,-0.7805919587977612,-0.4753147768075287,2.406034819435367,-0.04080984055867366,-0.3003664259214587,-0.9315575198416035,-0.036755605292336874,0.418719822751379,0.19368705672537628,11/03/2004,23.00.00
0.46521821081595244,0.09459321838629507,1.540905821054406,0.0980912188862059,-0.2633230273579894,-0.18219278985347592,1.4342591387331747,0.3079331092676042,-0.03548855451918589,-0.3502589067229337,-0.03442680287416539,0.3735369581663581,0.19312173953399606,12/03/2004,00.00.00
0.4678094126692429,-0.01522176231352677,1.5265108922688968,0.11024832375914628,-0.19278635488892965,-0.13920156510021484,1.412386374215762,0.4109707989890045,-0.029028118631325577,-0.31502868774604464,-0.04839961738319409,0.3971106266454995,0.19278616311902153,12/03/2004,01.00.00
0.4613314080360166,-0.18604506562436077,1.4329438551630873,0.05432564134362046,-0.5190184650583312,-0.33852451622897073,1.8779637903721178,0.2603772524731118,-0.1883855371985466,-0.6232931037938241,-0.0623724318922228,0.4383645464839968,0.19270355969379702,12/03/2004,02.00.00
0.4535578024761449,-0.48803626254887084,1.2961920317007503,0.0008343799026827414,-0.9422384998726898,-1.4406631871762092,2.765373093650004,-2.0460818020597715,-0.4403425368250987,-1.019633067283826,-0.06470123431039423,0.4481869083503057,0.19266483933822304,12/03/2004,03.00.00
-2.1480088582275583,-0.664960398120806,1.21701992338045,-0.01861698789402188,-1.1420924052016925,-0.5769303989516004,3.4309300711084187,-0.2072553393393972,-0.5544769041772976,-1.3014748190989387,-0.08566045607393728,0.5189079137877299,0.19263128169672555,12/03/2004,04.00.00
0.45096660062285443,-0.6161537400319963,1.1954275302021862,-0.02104840886860996,-1.1567875452994134,-0.5417557605171139,3.437179432399108,-0.11214362575041233,-0.5092538529622754,-1.2794559322383832,-0.08100285123759439,0.5012276624283738,0.19259256134115157,12/03/2004,05.00.00
0.4535578024761449,-0.37212044958794777,1.2674021741297319,-0.0015970410719053337,-0.9510555839313223,-0.44014013837304233,2.7809964968767273,0.10185772982480365,-0.362817306170775,-1.0746802844352152,-0.06935883914673714,0.45997374258987644,0.19259514269818986,12/03/2004,06.00.00
0.4613314080360166,0.12814779582235175,1.3825616044138052,0.06161990426738471,-0.48375012882380125,-0.23300060092551172,1.8498416645640157,0.36341494219451204,-0.06563725532920067,-0.4999873373747123,-0.07867404881942293,0.5031921348016355,0.19280681397532765,12/03/2004,07.00.00
0.5001994358353746,1.6411541965754528,2.598933086789329,0.38986173583677525,1.0033980490655425,0.5408414446331876,0.3187481483451277,0.656676059093882,1.0950877258563687,0.9356440859335177,-0.0577148270558799,0.46390268733640005,0.19327920231333026,12/03/2004,08.00.00
-2.1480088582275583,1.5130367190923273,-0.2944475990980118,0.4919814167694746,1.347264327352209,-1.4406631871762092,-0.0874603355496793,-2.0460818020597715,1.4353373492836783,1.3495991589119642,-0.013467581110622387,0.3283540935813372,0.19343924644970276,12/03/2004,09.00.00
0.4833566237889862,0.9182055736349589,2.6421178731458568,0.29503631782784023,0.6565927427593319,0.07184626550670314,0.36561835802529774,0.5060825125779894,0.6902337435504557,0.5767362301064601,0.07968451561623556,0.04350559945837898,0.1928171394034807,12/03/2004,10.00.00
0.4781742200824051,0.6528193702770562,2.3398243686501647,0.23668221443772633,0.4185314731762551,0.1851867671289369,0.5437251548099439,0.6725280113587129,0.4447371798117639,0.4226040220825704,0.10530134221612153,-0.021321988859259868,0.19261837491153425,12/03/2004,11.00.00
0.4704006145225335,0.47894565083567153,1.9655562202269263,0.20264232079349323,0.2686410441795031,-0.10011863350634115,0.7499540774026922,0.4347487273862507,0.3133749834252709,-0.035388824616987564,0.12160295914332166,-0.05864696395123368,0.1924944697736975,12/03/2004,12.00.00
0.47558301822911453,0.6192647928409994,2.1526902944385453,0.22209368859019787,0.3568118847658278,-0.033677649796755846,0.6655876999783861,0.45852665578349694,0.4339697866653301,0.01745650384834605,0.14721978574320763,-0.09793641141646929,0.1926674206952613,12/03/2004,13.00.00
0.4781742200824051,0.7260293574102706,2.361416761828428,0.2658592661327833,0.5390316219775656,-0.021952770318593738,0.4812315419030505,0.5140084887104048,0.5782528548275437,0.1892038213606803,0.1518773905795505,-0.07436274293732786,0.1934366650926645,12/03/2004,14.00.00
0.4807654219356956,0.9273568220266107,2.4765761921125016,0.29989915977701637,0.6683488548375085,0.08357114498486526,0.3968651644787445,0.537786417107651,0.7505311451704854,0.36095113887301455,0.14023337848869324,-0.04882460208492477,0.1935657329445778,12/03/2004,15.00.00
0.47946982100905033,0.7931385122823841,2.33262690425741,0.2634278451581952,0.5243364818798448,0.036671627072216814,0.4968549451297739,0.49023056031315854,0.5717924189396834,0.3015001443495142,0.1425621809068647,-0.04489565733840115,0.19368705672537628,12/03/2004,16.00.00
0.47428741730246926,0.6863739477131128,2.1023080436892636,0.2391136354123144,0.4302875852544318,-0.07276058139062955,0.6593383386876966,0.4823045841807432,0.47057892336320517,0.041677279394957294,0.16585020508857914,-0.10186535616299291,0.1934082701652436,12/03/2004,17.00.00
0.49372143120214834,1.406272154523056,2.822054482964721,0.4239016294810084,1.123898197866853,0.14610383553506318,0.05315029349083082,0.7200838681532054,1.1166225121492364,0.9576629727940733,0.12393176156149309,0.0022516796198815557,0.19396842464254724,12/03/2004,18.00.00
0.49113022934885786,1.4520283964813152,2.8868316624995125,0.3971559987605395,1.032788329260984,0.1304706628975137,0.08127241929893285,0.6883799636235437,0.9809533585041698,1.0413347428641848,0.10763014463429296,0.07690162980382917,0.19478929618071575,12/03/2004,19.00.00
0.5287026562215706,2.422060725996408,4.657407903117139,0.7472806191012228,2.1025945283750573,0.6698151188929709,-0.534289667833967,0.8865293669339289,2.150292254206886,2.007963876042579,0.07269810836172123,0.21637916830541565,0.19580635085379247,12/03/2004,20.00.00
0.5001994358353746,1.6747087740115094,3.541800922240179,0.44335299727771305,1.1885568142968244,0.4118677703734044,-0.13433054522984936,0.7200838681532054,1.1833803496571262,1.4354728176681315,0.05406768901634963,0.2713843947567454,0.19595606956201186,12/03/2004,21.00.00
0.48853902749556727,1.3269613351287401,2.692500123895139,0.30233058075160446,0.6830439949352293,0.3297936140262696,0.1375166709151369,0.6408241068290513,0.7139220084726102,1.1360159563645742,0.028450862416463704,0.3853237924059288,0.1964826663978181,12/03/2004,22.00.00
0.5131554451018274,1.9156916483250073,3.786514711593835,0.4846871538457104,1.3266911312154,0.513483392517476,-0.1687020323286407,0.6011942261669743,1.4439512638008254,1.5015294782497985,-0.0018235690197651437,0.49336977293532663,0.19656268846600433,12/03/2004,23.00.00
0.4781742200824051,0.7046764444964164,2.023135935368963,0.18805379494596478,0.20398242774953163,0.09529602446302737,0.5249770709378759,0.4347487273862507,0.3284493338302783,0.6824268870371274,-0.0064811738561080245,0.4835474110690177,0.1961135323413461,13/03/2004,00.00.00
0.4678094126692429,0.4484414895301655,1.6272753937674609,0.13456253350502706,-0.0634691220289867,-0.11575180614389062,0.8624425806351002,0.3079331092676042,0.1540175648580499,0.3719605823032924,-0.01579638352879383,0.4796184663224942,0.19566437621668786,13/03/2004,01.00.00
0.4639226098893071,0.4118364959635582,1.454536248341351,0.08593411401326549,-0.33092067180750506,-0.3346162230695834,1.1905340483962905,0.1890434672813731,-0.05702334081205359,0.1495698250116801,-0.022782790783308148,0.4796184663224942,0.19523328959129746,13/03/2004,02.00.00
0.46521821081595244,0.3752315023969509,1.4761286415196149,0.08593411401326549,-0.3279816437879609,-1.4406631871762092,1.1999080903323245,-2.0460818020597715,-0.024721161372752036,0.046081056767068425,-0.046070814965022654,0.5503394717599184,0.19501903695712142,13/03/2004,03.00.00
-2.1480088582275583,0.29897109913318576,1.5481032854471606,0.10538548180997011,-0.2162985790452829,-0.23300060092551172,1.0530481000011251,0.19696944341378853,0.04419015476442462,0.037273502022846156,-0.06470123431039423,0.6210604771973424,0.1949803166015474,13/03/2004,04.00.00
0.4561490043294355,-0.21654922692986683,1.3609692112355416,0.017854326724799294,-0.7923480708759378,-0.41669037941671816,1.9529561258603898,0.05430187303031121,-0.2529898960771497,-0.343653240664767,-0.03442680287416539,0.47372504920270897,0.19452599776281265,13/03/2004,05.00.00
0.4587402061827261,0.15560154099730722,1.3393768180572778,0.025148589648563525,-0.7306284824655105,-0.4518650178512045,1.9092105968255644,0.01467199236823418,-0.2659107678528703,-0.30842302168787794,-0.06004362947405134,0.5503394717599184,0.1942807688441774,13/03/2004,06.00.00
0.46262700896266185,0.19220653456391448,1.4833261059123695,0.07863985108950124,-0.36618900804203497,-0.11575180614389062,1.3530174419542134,0.14941358661929607,0.03772971887656431,-0.07722470965204334,-0.08100285123759439,0.6367762561834368,0.19439692991089935,13/03/2004,07.00.00
0.4781742200824051,0.8754997478072504,2.095110579296509,0.24154505638690252,0.4361656412935201,0.3415184935044317,0.43748601286822514,0.3000071331351888,0.6170154701547056,0.47765123923395963,-0.07634524640125148,0.6308828390636513,0.1944304875523968,13/03/2004,08.00.00
0.49113022934885786,1.0951297092068941,2.8652392693212487,0.32178194854830905,0.7594587234433774,0.49394192672053916,0.10939454510703486,0.4823045841807432,0.8302098544540959,0.9598648614801288,-0.004152371437936584,0.3971106266454995,0.19489255046224638,13/03/2004,09.00.00
0.48465222471563146,1.2140959382983678,2.296639582293637,0.26829068710737136,0.5478487060361981,0.31806873454810747,0.23125709027547697,0.537786417107651,0.5933272052325511,1.0787668505271295,0.06105409627086399,0.23013047491824815,0.19543721679732048,13/03/2004,10.00.00
0.4963126330554389,1.5038854707006755,3.1819277026024504,0.3460961582941899,0.8505685920492463,0.4978502198799265,0.040651570909452144,0.791417653344944,0.8366702903419562,1.3385897154816864,0.13557577365235032,0.05332796132468789,0.1957366542137593,13/03/2004,11.00.00
0.48983462842221254,1.2262976028205703,2.656512801931366,0.29503631782784023,0.6536537147397877,0.2750775097948464,0.250005174147545,0.8151955817421902,0.6191689487839923,0.9070195330147952,0.20078224136115086,-0.11168771802930182,0.19480478432294535,13/03/2004,12.00.00
0.47946982100905033,0.8510964187628456,2.2534547959371096,0.2537021612598429,0.4831900896062266,-0.06103570191246744,0.5999694064261479,0.5219344648428201,0.44904413707033747,0.277279368802903,0.22407026554286535,-0.16079952736084627,0.19444339433758814,13/03/2004,13.00.00
0.4691050135958882,0.48199606696622216,1.9511612914414171,0.163739585200084,0.08642130696776533,-0.1978259624910254,0.9155621516059596,0.34756298992968127,0.2078545305902192,-0.2753946913970444,0.1914670316884651,-0.092042994296684,0.1949002945333612,13/03/2004,14.00.00
0.4691050135958882,0.5826597992743922,1.922371433870399,0.17832811104761245,0.15401895141728095,-0.19391766933163804,0.7936996064375175,0.45852665578349694,0.3026075902788371,-0.06181148884965437,0.20078224136115086,-0.11561666277582529,0.1946808791851086,13/03/2004,15.00.00
0.47558301822911453,0.7839872638907323,1.9439638270486626,0.20264232079349323,0.27158007219904723,-0.11966009930327799,0.6530889773970073,0.5219344648428201,0.349984120123146,0.22663592902362495,0.18215182201577934,-0.08614957717689858,0.1946034384739606,13/03/2004,16.00.00
0.472991816375824,0.8449955865017443,1.8431993255500985,0.21236800469184555,0.3097874364531213,-0.08057716770940429,0.5655979193273566,0.5298604409752355,0.453351094328911,0.23984726113995836,0.16119260025223625,-0.033108823098830585,0.19487448096297852,13/03/2004,17.00.00
0.48465222471563146,1.2934067576926835,2.519760978469029,0.33150763244666137,0.788849003638819,0.22817799188219795,0.11251922575237953,0.7121578920207899,0.8345168117126693,0.9246346425032398,0.14721978574320763,0.029754292845546457,0.1957366542137593,13/03/2004,18.00.00
0.4976082339820842,1.708263351447566,3.001991092783586,0.43119589240477263,1.1503494500427505,0.42359264985156647,-0.11558246135778133,0.8468994862718519,1.1424642557006777,1.4024444873772979,0.14023337848869324,0.05725690607121136,0.19604125434427466,13/03/2004,19.00.00
0.4976082339820842,1.7143641837086674,3.189125166995205,0.42147020850642025,1.1150811138082204,0.4314092361703412,-0.12808118393916001,0.8151955817421902,1.1273899052956702,1.5896050256920211,0.13790457607052178,0.0906529364166617,0.19660140882157834,13/03/2004,20.00.00
0.4976082339820842,1.7448683450141733,3.081163201103886,0.3995874197351276,1.0357273572805283,0.4470424088078907,-0.10308373877640266,0.7993436294773594,1.008948580684898,2.0057619873565233,0.12858936639783602,0.1436936904947297,0.1973887227182494,13/03/2004,21.00.00
0.4833566237889862,1.204944689906716,2.4405888701487286,0.2731535290565475,0.5713609301925513,0.17737018081016215,0.15314007414186023,0.6725280113587129,0.7677589742047795,1.4288671516099647,0.11228774947063584,0.17905419321344182,0.19730870065006315,13/03/2004,22.00.00
0.47687861915575985,1.1256338705124003,1.9799511490124355,0.2196622676156098,0.3391777166485629,0.013221868115892594,0.30312474511840437,0.5694903216373126,0.4555045729581978,1.2351009472370749,0.11461655188880729,0.1928054998262742,0.1976520211361525,13/03/2004,23.00.00
0.4807654219356956,1.4794821416562707,1.81440946797908,0.22209368859019787,0.34799480070719535,0.08357114498486526,0.29375070318237034,0.5615643455048972,0.47273240199249195,1.2328990585510191,0.09598613254343573,0.2772778118765309,0.19843933503282357,14/03/2004,00.00.00
0.47946982100905033,1.3269613351287401,2.0879131149037544,0.24397647736149058,0.4420436973326084,0.021038454434667335,0.2656285773742683,0.4823045841807432,0.5007276241732199,1.2218896151207415,0.11228774947063584,0.23602389203803345,0.19853742660027765,14/03/2004,01.00.00
0.47558301822911453,0.9700626478543193,1.8072120035863255,0.163739585200084,0.08936033498730948,-0.1587430308971517,0.4937302644844292,0.36341494219451204,0.3262958552009916,0.7969250987120169,0.06338289868903543,0.3813948476594052,0.1985400079573159,14/03/2004,02.00.00
0.47428741730246926,0.8999030768516553,2.095110579296509,0.19048521592055284,0.21573853982770827,-1.4406631871762092,0.39374048383339977,-2.0460818020597715,0.4921137096560729,0.6670136662347385,0.04242367692549239,0.4697961044561853,0.19889365387155833,14/03/2004,03.00.00
-2.1480088582275583,0.24711402491382542,1.5481032854471606,0.08107127206408933,-0.35737192398340245,-0.3854240341416192,1.0467987387104356,0.1890434672813731,0.13032929993589543,0.16718493450012462,0.05406768901634963,0.42461323987116445,0.19871037752184145,14/03/2004,04.00.00
0.4587402061827261,0.03968572803638415,1.3753641400210506,0.04459995744526816,-0.5983722215860234,-0.4518650178512045,1.4905033903493787,0.09393175369238824,-0.031181597260612346,-0.10144548519865458,0.04009487450732095,0.46390268733640005,0.19852968252916287,14/03/2004,05.00.00
0.4561490043294355,0.08239155386409265,1.353771746842787,0.015422905750211213,-0.8129212670127469,-0.4870396562856908,1.8748391097267731,0.0384499207654804,-0.12593465694923026,-0.22695314030382194,0.04242367692549239,0.44622243597704403,0.19837480110686692,14/03/2004,06.00.00
0.4548534034027902,-0.06402842040233649,1.3393768180572778,0.012991484775623133,-0.8217383510713794,-0.3697908615040697,1.8404676226279817,0.07015382529514202,-0.11086030654422285,-0.2687890253388777,0.014478047907435022,0.5523039441331801,0.19852193845804805,14/03/2004,07.00.00
0.4613314080360166,0.3233744281775906,1.404153997592069,0.05675706231820855,-0.5072623529801545,-0.2642669462006107,1.3436434000181794,0.20489541954620394,0.04849711202299816,-0.035388824616987564,0.04242367692549239,0.45604479784335294,0.19852193845804805,14/03/2004,08.00.00
0.4639226098893071,0.5674077186216392,1.5553007498399152,0.11024832375914628,-0.1957253829084738,-0.1978259624910254,0.8124476903095855,0.19696944341378853,0.2918401971324032,0.25966425931445847,0.06105409627086399,0.4030040437652848,0.19877233009075984,14/03/2004,09.00.00
0.4716962154491788,0.863298083285048,2.0735181861182452,0.163739585200084,0.08348227894822118,-0.09621034034695378,0.49060558383908454,0.3158590854000196,0.4791928378803523,0.5503135658737933,0.10995894705246441,0.267455450010222,0.19903304715162468,14/03/2004,10.00.00
0.47946982100905033,1.2079951060372667,2.210270009580582,0.2196622676156098,0.33623868862901873,0.028855040753442075,0.259379216083579,0.4426747035186661,0.6557780854818674,0.8365590950610171,0.16585020508857914,0.1299423838818973,0.19919050993095888,14/03/2004,11.00.00
0.47946982100905033,1.119533038251299,2.1886776164023183,0.21479942566643362,0.3156654924922096,-0.029769356637368478,0.3499949547985744,0.4823045841807432,0.6148619915254188,0.6317834472578493,0.22174146312469395,-0.023286461232521677,0.19837738246390518,14/03/2004,12.00.00
0.4691050135958882,0.7077268606269671,1.81440946797908,0.13699395447961513,-0.04289592589217761,-0.21736742828796224,0.9030634290245809,0.36341494219451204,0.28753323987382967,0.01085083779017935,0.2659887090699515,-0.15883505498758452,0.19666852410457325,14/03/2004,13.00.00
0.46651381174259765,0.48199606696622216,1.7496322884442888,0.13699395447961513,-0.045834953911721765,-0.25645035988183595,0.9655570419314743,0.34756298992968127,0.2121614878487927,-0.22695314030382194,0.27064631390629434,-0.18240872346672588,0.19616257812507315,14/03/2004,14.00.00
0.4678094126692429,0.6375672896243031,1.8575942543356077,0.15401390130173168,0.03351880261597049,-0.2212757214473496,0.893689387088547,0.3871928705917583,0.2573845390638149,-0.16530025709426605,0.2822903259971516,-0.20598239194586723,0.19592767463459096,14/03/2004,15.00.00
0.4820610228623409,1.2476505157344244,2.2246649383660912,0.24397647736149058,0.4420436973326084,0.005405281797117854,0.5593485580366673,0.5615643455048972,0.5481041540175289,0.2728755914307919,0.2892767332516659,-0.21776922618543795,0.19590444242124658,14/03/2004,16.00.00
0.4807654219356956,1.1866421931234123,2.267849724722619,0.24640789833607865,0.4596778654498733,0.04448821339099156,0.4624834580309825,0.5536383693724818,0.5954806838618378,0.5084776808387376,0.26831751148812294,-0.17062188922715515,0.1963690866881344,14/03/2004,17.00.00
0.47558301822911453,1.3086588383454365,2.023135935368963,0.2512707402852548,0.47143397752805,-0.033677649796755846,0.41873792899615714,0.49815653644557395,0.6019411197496982,0.6317834472578493,0.2310566727973797,-0.05471801920471006,0.1979462958385148,14/03/2004,18.00.00
0.5027906376886653,2.315296161427137,3.0307809503546044,0.4555101021506534,1.2267641785508985,0.3610599593013685,-0.13120586458450467,0.7834916772125285,1.2953612383800384,1.5918069143780766,0.20078224136115086,0.04350559945837898,0.19904337257977775,14/03/2004,19.00.00
0.5196334497350538,2.5898336131766913,3.599380637382216,0.5162956265153554,1.4295571118994455,0.6111907215021603,-0.3561828710493209,0.910307295331175,1.532243887601583,2.047597872391579,0.18215182201577934,0.1299423838818973,0.2002772612440688,14/03/2004,20.00.00
0.487243426568922,1.5587929610505864,2.6853026595023843,0.3120562646499567,0.7212513591893034,0.18909506028832426,-0.034340764578819925,0.6963059397559591,0.9185024782548534,1.4817124800752983,0.16119260025223625,0.19869891694605962,0.20056121051827805,14/03/2004,21.00.00
0.4704006145225335,0.8388947542406432,1.8647917187283622,0.17346526909843632,0.13344575528047184,-0.08839375402817903,0.4031145257694338,0.49815653644557395,0.42104891488960944,0.9862875257127957,0.1518773905795505,0.22620153017172454,0.2006154190160816,14/03/2004,22.00.00
0.4716962154491788,0.9151551575044083,1.713644966480516,0.16860242714926016,0.11287255914366275,-0.06494399507185482,0.4312366515775358,0.4823045841807432,0.48565327376821255,0.8233477629446837,0.11461655188880729,0.32246067646155174,0.20054572237604842,14/03/2004,23.00.00
0.46651381174259765,0.5796093831438416,1.6200779293747063,0.13456253350502706,-0.06640815004853087,-0.2525420667224486,0.5937200451354586,0.323785061532435,0.33490976971813863,0.6053607830251825,0.11694535430697878,0.29888700798241047,0.20015851882030858,15/03/2004,00.00.00
0.46651381174259765,0.5796093831438416,1.6704601801239884,0.12240542863208667,-0.12224968241986986,-0.24472548040367384,0.6718370612690754,0.2762292047379426,0.3262958552009916,0.4380172428849594,0.09831493496160716,0.3440698725674314,0.19997782382762996,15/03/2004,01.00.00
